text,model_summary,explanations,maybe,remove
"Sam Smith stole the show at the Grammy Awards, winning four awards as well as performing his hit Stay With Me with Mary J Blige. But Madonna stole much of the attention on the red carpet, showing she is determined not to be overshadowed by the younger pop crowd. The queen of pop later sang Living For Love with a pack of horned male dancers before being lifted to the skies. Australian singer Sia - whose claim to fame is that she does not want to be famous - sang her hit Chandelier while facing the wall (right) while Bridesmaids actress Kristen Wiig and 12-year-old Maddie Ziegler danced in set made to look like a grotty, cluttered flat. Sia had earlier arrived in a conspicuous disguise, accompanied by Ziegler. Pharrell Williams was among the big winners, picking up three trophies as well as performing his song Happy while apparently dressed as a bell boy. When Beck won best album, Kanye West invaded the stage and threatened to launch a tirade, before apparently thinking better of it and going back to his seat. In 2009, he grabbed the microphone from Taylor Swift as she tried to accept a prize at the VMAs. Beck, who also won best rock album, performed a duet with Coldplay's Chris Martin. Taylor Swift got a hand with her dress on the red carpet. She missed out on the awards for record of the year and song of the year. The big-name pair-ups included Tony Bennett and Lady Gaga, who performed Irving Berlin's Cheek To Cheek. Rihanna arrived in a pink layered dress by Giambattista Valli. Katy Perry mingled with fans before swapping fashion tips (possibly) with Rihanna. Perry then changed clothes - and hair - to perform her ballad By the Grace of God as part of a poignant segment highlighting domestic abuse. Kanye West appeared in a single spotlight to perform Only One, which he wrote with Sir Paul McCartney. He later returned with Sir Paul and Rihanna to perform their joint collaboration FourFiveSeconds. Jessie J and Sir Tom Jones, former co-stars on The Voice UK, got together for a duet of You've Lost That Lovin' Feelin'. Charli XCX (left) and Iggy Azalea were up for record of the year for their hit Fancy - but lost out to Sam Smith. Beyonce won three awards and also sang the gospel standard Take My Hand, Precious Lord. Rita Ora warmed up for her performance at the Oscars later this month with an appearance at the Grammys. Hard rock legends AC/DC opened the ceremony with Rock or Bust and Highway to Hell. Recalling his Oscar-winning film role in Ray a decade ago, Jamie Foxx (right) got into character as Ray Charles as he joined Stevie Wonder to present the prize for record of the year.","Sam Smith stole the show at the Grammy Awards, winning four awards as well as performing his hit Stay With Me with Mary J Blige.",[],[],0
"Scientists carried out a series of experiments to assess the economic and ecological importance of the nocturnal insect-eating mammals to farmers. Globally, bat populations are under pressure as a result of habitat loss and the spread of diseases. The findings appear in the Proceedings of the National Academy of Sciences. ""The results of this study are a testament to the value of ecosystem services,"" said co-author Josiah Maine from Southern Illinois University. (Source: US Fish & Wildlife Service) Bats videos, news and facts from BBC Nature . In North America, many bat populations are under threat from a disease called White-Nose Syndrome. Since 2007, the disease has killed millions of bats and continues to spread. The US National Wildlife Health Centre estimated that bat populations in the north-east of the country have declined by about 80% since the first reported cases of bat fatalities as a result of the disease. It added: ""The true ecological consequences of large-scale population reductions currently underway among hibernating bats are unknown. However, farmers might feel the impact."" Mr Maine told BBC News that he was interested in finding out how effective bats were in terms of providing a pest control service to farmers growing corn (maize). The team constructed a number of exclosures (a controlled, open-air experimental area) measuring 20 metres by 20 metres and seven metres high, consisting of netting that was suspended by cables. ""This netting allowed the insects to move freely but prevented bats from foraging in those areas,"" He explained. ""We were only interested in excluding the bats so we constructed the exclosures so all the netting could be slid to one end so we could open them up during the day to allow birds to forage in the area."" Using the data gathered from the field study and combining with other previously published data, the team was able to extrapolate the findings to a global scale and estimate a monetary value for the ecological service provided by bats in terms of pest control in cornfields. The team wrote: ""We estimate that the suppression of herbivory by insectivorous bats is worth more than US$1bn globally on this crop alone."" Mr Maine told BBC News: ""Bear in mind that this figure does not take into account for the impacts of bats on the fungal diseases we found in the corn, or the micro-toxins produced by those fungal species. ""It also does not account for the reduced amount of pesticides used in fields, as bats could be providing an additional valuable service to agriculture by suppressing pest populations below the threshold where pesticides are necessary."" Farmers' friend . According to the IUCN's Bat Specialist Group (BSG), bat species account for one fifth of all terrestrial mammals. As well as being an important predator of insects, bats are also considered to be key seed dispersers and pollinators for many plants. Yet, the BSG observed: ""They are among the most endangered of the world's creatures, primarily because much of their habitat has been eliminated by human development or because they are persecuted. ""Their loss has serious consequences for the ecosystems to which they belong."" An earlier study, publish in Science in April 2011, warned that the loss of bat species in North America could lead to agricultural losses in the region of US$3.7bn each year. The authors observed: ""Urgent efforts are needed to educate the public and policymakers about the ecological and economic importance of insectivorous bats and to provide practical conservation solutions."" Mr Maine echoed this view: ""Bats are maligned in the media and there is a public fear, so if we can demonstrate a valuable, positive impact of bats then it is good for the species and it is good for society. ""What it suggests is that conservation is necessary not just from an ethical stance but from an economic standpoint as well.""","Bats are worth more than US$1bn (£640m) a year in terms of pest control for corn crops, a study suggests.","['The summary states that bats are worth £640m a year in terms of pest control, but the source text does not mention this figure or provide a conversion from US$1bn to £640m.']","['The summary states that bats are worth more than US$1bn a year, but the source text does not specify that this value is annual; it only states the global worth of pest control for corn crops. ']",0
"Instead of the familiar 0700 jingle-and-bulletin that got us moving kettlewards, listeners to the news channel France-Info have had to endure 21 days of recorded messages and music. Non-striking journalists periodically manage to put together short sequences on the station, but it is a pale shadow of the real thing. Masses of listeners are defecting to private channels such as RMC and Europe 1. And there is the same empty airtime on the six other channels that operate from Maison de la Radio in Paris (France Inter, France Bleu, France Culture, France Musique, FIP and Le Mouv'). No-one can remember a strike at Radio France lasting this long, because no strike ever has. There is a reason for that. For decades Radio France has enjoyed the status of a cosseted state asset. Constantly lauded - its mission of public service placing it above reproach - the corporation never felt the stern hand of reform. But now the country's coffers are empty. There is no more buying off the protest with a sneaky handout from the culture ministry. Today the years of accumulated waste and inefficiencies cry out for an overhaul. A report a couple of weeks ago from the French treasury watchdog, the Cour des Comptes, showed the scale of the problem. From 2004 to 2013, expenditure at Radio France went up 27.5% - with no increase in audience. Salary costs went up by 47% because at a time of growing pressure on jobs everywhere else Radio France took on 20% more staff. Because of the layers of accumulated privileges (often negotiated with unions after previous strikes), the 5,000 workers enjoy up to 68 working days off a year - more than 13 weeks. There are 388 staff members who are paid union representatives - a whopping 8% of the workforce. Renovation of Radio France's landmark Seine-side headquarters was supposed to cost 262m euros (Â£191m, $285m). Instead it is costing 575m euros. Changing all this requires a mix of vision, toughness and dialogue, but the man whose job it is might have been purpose-picked to antagonise the unions. Radio France's new president Mathieu Gallet is handsome, young, energetic - and right-wing. One of his previous jobs was in the culture ministry under President Nicholas Sarkozy. Mr Gallet has warned that the corporation's annual deficit of 21m euros is unsustainable. He wants a voluntary redundancy plan to shed 300 or so jobs. He says that Radio France's two orchestras are one too many; that the separate news rooms at France Inter, France Info and France Culture need to be integrated; and that the network of local stations at France Bleu should commission shared material. But all this has merely infuriated the unions at Radio France. The hardliners there mainly represent technicians, although many journalists have also stopped work. The strikers have made it quite clear that they want Mr Gallet to go. And usefully they have discovered that even as he was advising drastic cuts at the corporation, he spent 100,000 euros doing up his personal office there. It is the sort of gaffe that could easily have brought him down. But so far Mr Gallet continues with the backing of the Socialist government, which presumably sees as well as he does the inevitability of reform. For those of us who depended on France-Info's round-the-clock news output, it is an infuriating time. Though the station has a discernible left-wing bias - the ratio of union leaders to company bosses interviewed must be about five to one - it is in general thorough and professional. It is also, by comparison with private stations, mercifully light on adverts (though, for all its vaunted public sector ethos, Radio France does permit some). The danger is that we news junkies will start looking elsewhere, and discovering the competition.",The strike at Radio France is taking its toll.,[],[],0
"The organisations behind the complaint say it is the biggest constitutional complaint in German history. They say the Comprehensive Economic and Trade Agreement (Ceta) deal violates democratic principles and will give too much power to multinational companies. But the German economy minister says a ruling in favour of the petitioners would be ""a catastrophe"". The Constitutional Court in the south-western city of Karlsruhe is due to rule on the emergency appeal on Thursday. The deal has already been agreed after years of negotiations - but if this petition is successful, correspondents say, it is extremely unlikely to be signed as scheduled at the end of October. Protests in Germany against transatlantic TTIP and Ceta trade deals . EU Commission refuses to revise Canada Ceta trade deal . Belgian province may sink EU-Canada trade deal . Three activist groups gathered more than 125,000 signatures which they passed to the court in 70 boxes of documents in August. They are Compact, Foodwatch and More Democracy. Their legal objection to the deal is that parts of it can come into force even before national parliaments have ratified it, thus breaching the German constitution. ""Not a single parliament elected by me - neither the Bundestag nor the European Parliament - was given a mandate to negotiate for Ceta,"" says Roman Huber of More Democracy. Its most visible opponent on Tuesday was German Economy Minister and Vice-Chancellor Sigmar Gabriel. He has already battled to win his Social Democratic Party (SPD) round to the deal. He told the court that a successful challenge to Ceta would undermine Germany's credibility, reported Die Welt news website. ""I do not want to imagine what that could mean for Europe,"" he told the court. Activists fear that the deals could water down European standards in the key areas of workers' rights, public health and the environment. They say it will open up new areas for privatisation and give corporations new powers to make profits. They say it would give corporations the ability to sue governments through a special corporate court if they try to implement policies or regulations that could reduce the profits a company is expecting to make - for example, by increasing the minimum wage. Opponents also point to the complexity of the deal - suggesting that many deputies won't have read the 1,500-page document in full. Some argue that Ceta will allow many of the provisions in TTIP - the controversial Transatlantic Trade and Investment Partnership deal between the US and Europe - in through the back door. In August, Mr Gabriel was among leading European politicians who acknowledged that opposition meant the TTIP deal was effectively dead in the water. The court in Karlsruhe is due to rule on Thursday. If it rejects the complaints, European ministers are scheduled to approve the deal on 18 October, paving the way for it to be signed at a summit with Canadian Prime Minister Justin Trudeau on 27 October. But if it fails the whole process could be upended, Mr Gabriel and Ceta opponents such as the Austrian Chancellor Christian Kern agree. Some, such as the head of Germany's Left party Katja Kipping, argue that the scale of opposition to Ceta is such that a reconsideration of the deal is warranted even if the court dismisses this complaint. Would CETA be a good model for the UK? European Parliament briefing on Ceta .",A German court has heard an appeal against a landmark free trade deal between the EU and the US.,"['The summary states the free trade deal is between the EU and the US, but the text specifies the deal is between the EU and Canada (Ceta).']","['The summary describes the deal as ""landmark,"" but the text does not use this term or provide evidence to support this characterization.  ']",0
"In 2013 the Environment Department was considering ending the contract because Jersey Met wanted more money. But now a five-year contract has been signed with the cost rising by 12.5%. The cost is about Â£350,000, which includes a separate contract for specialist aviation forecast services. The contract between Guernsey's government and Jersey Met had previously not gone up since 2004. When the Met Office said the fee was no longer sufficient, the Environment Department held talks with the rest of Guernsey's States as to whether the contract should continue given the higher cost. Jersey Met provides weather forecasts for all of the Channel Islands. The new fixed price contract for five years between Guernsey and Jersey Met is subject to an inflation increase of 2.5% per year. Principal Meteorological Officer in Jersey, John Searson, said: ""If inflation or cost of living is low, our island is better off. If it is higher Guernsey does much better."" He said that Jersey Met was now providing a better service to Guernsey.",Guernsey's government has signed a new contract with Jersey Met to provide weather forecasts.,[],[],0
"Almost none of these will work. Why? Because, on current polling, it all comes down to whether you think the people voting for Andy Burnham or those voting for Yvette Cooper are more likely to put Corbyn as their next preference. And there is no decent publicly available evidence that either of them are. Furthermore, for similar reasons, there is no arithmetic reason why non Corbyn candidates withdrawing would do anything to stop Corbyn. Voters in this election will be given the opportunity to rank the candidates in order of preference. The first preferences are counted up, and the person with the fewest is eliminated from the contest - and the votes they received are given to whoever each person that voted for them rated as their second preference. If after that none of the candidates has achieved 50% of the vote, the candidate with the lowest number of votes is eliminated and their votes are given to whoever they put as their higher preference amongst the two remaining candidates. By definition, this gives one of the two remaining candidates a majority of the votes. Current polling puts Corbyn first, Cooper and Burnham roughly tied in second, and Kendall trailing in third. So either Cooper or Burnham will most likely be the candidate that faces Corbyn in the final round. If you want to stop Corbyn, you'll be voting for some combination of Cooper, Burnham and Kendall as your first three preferences. So your vote WILL end up being for whoever faces Corbyn in the final round, WHICHEVER order you put those three in. The only way you can affect the number of votes Corbyn gets is by trying to second-guess the second preferences of people that vote for eliminated candidates. If you believe the polls, Kendall's almost certain to be eliminated first, so you can't affect that. But one of Burnham and Cooper won't be eliminated before the final run off with Corbyn. Whichever one is eliminated will have their preferences redistributed to either Corbyn or his opponent. So, in theory, if you, the ""stop Corbyn"" voter thought that, say, Burnham's supporters are more likely to have Corbyn as their next preference than Cooper's, you should put Burnham ahead of Cooper in your preference list even if you ACTUALLY prefer Cooper to Burnham - because it'll starve Corbyn of the extra votes he'd get if Burnham was knocked out. The thing is, I am not aware of any decent evidence that this is the case. We have very few polls on the Labour leadership election - and those that exist (necessarily) have small samples of what Burnham and Cooper's second preferences would be. Very roughly speaking, the polling tables I've seen suggest supporters of both split their second preferences about 30/70 between Corbyn and his opponent. So it's not clear which of these you should give a higher preference to tactically stop Corbyn anyway. In other words, there is no obvious way to tactically vote against Corbyn. If you want to stop him he'll be your last preference anyway - and it literally doesn't matter what order your first three preferences are in. Crazy thought though it might be, you can happily vote for candidates on the basis of, y'know, how good you think they are. This actually has implications for people dropping out of the race as well. Ballot papers have already gone out, but Cooper could, for example, tell all her supporters to first preference Andy Burnham instead. In terms of tactical voting, there is NO POINT in any of the three non Corbyn candidates doing this. All their votes will be aggregated to support whoever faces Corbyn in the final round anyway as a result of the preference system. Of course, that's just on the arithmetic. There might be a case for candidates dropping out if they think that a unified anti-Corbyn campaign would be more effective at winning over existing Corbyn supporters - perhaps because they spend less time attacking each other. But this is necessarily pretty speculative, especially this late in the game. This piece was first published on the Newsnight Live blog .","There are a number of ways to stop Jeremy Corbyn in the Labour leadership election, including:",[],[],1
"The law is to be changed in Spring 2017 to make directors personally liable for breaches of regulations. At the moment only firms can be fined for ignoring rules on cold calling, but many declare bankruptcy - only to open up again under a different name. Consumer group Which? said it was a ""massive victory"". Companies offering to help to reclaim mis-sold payment protection insurance or with accident claims are behind some of the most common nuisance calls. The change will mean the Information Commissioner's Office (ICO) would be able to impose combined penalties of up to £1m on company directors and their businesses for breaches of the Privacy and Electronic Communications Regulations. The ICO has issued fines totalling almost £3.7m to companies behind nuisance calls and spam text messages. Information Commissioner Elizabeth Denham said companies behind the calls have ""little regard for the anxiety and upset they cause all in the name of turning a fast profit"". ""We are inundated with complaints from people who are left shaken and distressed by the intrusion on their daily lives,"" she added. Source: BBC Skillswise . Which? has campaigned on the issue and its managing director of home and legal services Alex Neill said ""the government has listened to consumers"". ""This legislation will stop rogues dodging fines for bombarding consumers with nuisance calls and side-stepping the rules by closing one business and re-establishing a new one."" Digital and culture minister Matt Hancock said: ""Nuisance callers are a blight on society, causing significant distress to elderly and vulnerable people. ""We have been clear that we will not stand for this continued harassment and this latest amendment to the law will strike another blow to those businesses and company bosses responsible.""","Bosses behind nuisance calls could face fines of up to £1m, the government has announced.",[],[],0
"Lennon wants the 29-year-old striker to return to Easter Road for a third spell, having been released by Blackburn Rovers this summer. ""The club have done everything they can,"" Lennon told BBC Radio Scotland. ""It's a purely personal decision for Anthony, but we have a board meeting on Monday, so hopefully we will hear [from Stokes] before then."" Stokes left Hibs to join Lennon's Celtic squad in 2010 and was loaned back to the Edinburgh side in 2016. Capped nine times by the Republic of Ireland, the forward has netted 131 goals at club level - including two against Rangers in Hibs' 2016 Scottish Cup final win. ""I have had private chats with Anthony, I met him on Wednesday and the talks were positive,"" explained Lennon. ""But he has a lot of offers and has a big decision to make at this juncture in his career. ""If he decides to come to Hibs, it won't be for the money, even though it is a very good financial package. ""From a footballing point of view, I think this is his home. He has had a great time here in two previous spells. ""He hasn't played a lot of football in the last two or three years and his conditioning would need a bit of work, but I think he is at his peak. ""The [Premiership] season starts next week and we can't wait forever.""",Hibernian manager Neil Lennon hopes Anthony Stokes will make a decision on his future on Monday.,"['The summary states that Neil Lennon hopes Anthony Stokes will make a decision on Monday, but the text only mentions that there is a board meeting on Monday and that Lennon hopes to hear from Stokes before then.  ']",[],0
"The Civil Aviation Authority revoked the airline's safety licence in October 2015. The firm contracted other companies until it pulled out in January. Passengers are trying to get their money back on journeys booked before LinksAir stopped providing the service. The Welsh Government called the situation ""wholly unacceptable"". Letters have been sent to creditors by Yorkshire-based insolvency practitioners Redman Nichols Butler - informing them that a meeting is to be held on 1 April in Driffield, East Yorkshire. Stella Flemmings, Redman Nichols Butler practice manager, said: ""The directors of the company have asked us to assist them in putting the company into liquidation and there will be a creditors meeting on 1 April."" Passenger Alan Hughes from Caernarfon told BBC Wales he lodged a claim with LinksAir to be reimbursed with the Â£180 cost of two return tickets scheduled for the end of February. He said: ""As private individuals, we go to the end of the queue, don't we. The taxman will take priority. From previous experience, {people have} ended up with nothing. ""I'm disappointed - I don't want to give somebody Â£180 and not get anything back. ""I'm disappointed also that the Welsh Assembly Government have been very quiet on this issue. I don't know whether or not we have any redress there or not, but I just feel that over 200 people have been badly let down."" A Welsh Government spokesman said: ""Although this is a matter for Links Air and the administrator to resolve, we are aware that some passengers who had bookings with the company before it stopped operating the Intra Wales Air Service in January, have not received refunds from Links Air. This is wholly unacceptable and we hope the administrator considers these matters as part of the liquidation process."" A new airline has since been appointed to run the service. The BBC has asked LinksAir for a comment.","The former airline LinksAir is to go into liquidation, BBC Wales has learned.",[],[],0
"Officers had been searching for the 36-year-old, from Petworth in West Sussex, since 22:00 BST on Thursday. Ms Weeks, who plays Samantha Stewart in ITV drama Foyle's War, had last been seen 14 miles away in Chichester. Sussex police said she had been ""found safe and well, and is with police"". Her actress sister Perdita Weeks had earlier tweeted: ""Safe and sound thank you all xxxx"". Officers had said they were concerned for Honeysuckle Weeks' welfare and it was unlike her not to get in touch. She had recently told family and friends she was feeling anxious. Her agency, the Artists Partnership, said it had been ""unable to get hold of Honeysuckle"". Earlier this year the Cardiff-born star was reportedly ordered to wear an electronic tag after she was caught speeding on the A3 in south-west London in August 2015. A child in the back seat had not been wearing a proper seat belt and it emerged Ms Weeks had already been banned from driving. Ms Weeks recently finished work on shooting Lewis for ITV and a Sky mystery The Five. She has also appeared in The Bill, The Inspector Lynley Mysteries and Death In Paradise.","Foyle's War actress Honeysuckle Weeks has been found ""safe and well"", police have said.",[],[],0
"The Syrian Democratic Forces (SDF) is believed to have deployed about 30,000 fighters. US-led coalition warplanes will support the offensive and Russia has also given its backing. The SDF did not mention any plan to take Raqqa, the de facto capital of the ""caliphate"" proclaimed by IS in 2014. The alliance, which is dominated by the Kurdish Popular Protection Units (YPG) militia, has emerged as a key ally of the US-led coalition over the past two years, leading the fight against IS on the ground in northern Syria. With the help of US airpower, it has taken control of about 26,000 sq km (10,000 sq miles) of territory, including a 400km (250 mile) stretch along the Turkish border. On Tuesday, SDF fighters were seen moving south from Tal Abyad near the Turkish border towards Ain Issa, a town about 60km (37 miles) north-west of Raqqa, according to UK-based monitoring group the Syrian Observatory for Human Rights. Clashes were reported nearby, it added. SDF commander Rojda Felat wrote on Twitter that the goal of the new offensive was to ""liberate northern Raqqa"" and those living under IS ""oppression"". ""The campaign is aimed at repelling terrorist attacks on Shaddadi, Tal Abyad and Kobane, ensuring the security of our people,"" she added. An SDF source told the Kurdish news agency, Rudaw, that fighters would be ""advancing to the villages of Big Fatiseh, Small Fatiseh and Tishi, in order to clear them of [IS] militants first"". BBC Middle East Correspondent Quentin Sommerville says IS fighters are digging in, ready for the assault. As well as defensive placements in Raqqa, they have constructed an extensive network of tunnels, he adds. A Baghdad-based spokesman for the US-led coalition, Col Steve Warren, said the SDF operation was aimed at ""putting pressure on Raqqa"", but not taking the city. The SDF fighters had so far met little resistance, he added. The anti-IS activist group, Raqqa is Being Slaughtered Silently (RBSS), reported that there had been air strikes on IS positions north of Raqqa on Tuesday, and that intense fighting had erupted around the village of Heisha. Russian Foreign Minister Sergei Lavrov also said that Moscow was ready to co-ordinate with the SDF and the US on the offensive. The SDF's announcement followed a meeting between officials in the alliance and a top US commander in northern Syria on Saturday. Gen Joseph Votel, head of US Central Command, made the secret trip to check on the 200 US military personnel who were advising the SDF on the ground. The US wants to increase the number of Arab fighters in the SDF, which currently consists of at least 25,000 Kurds and between 5,000 and 6,000 Arabs, before trying to retake Raqqa. Col Warren said about 3,000 to 5,000 IS fighters were inside Raqqa. IS seized the city in August 2013, five months after it became the first Syrian provincial capital to fall to rebel forces seeking to topple President Bashar al-Assad. The jihadist group quickly established its headquarters there and began imposing its vision of a state, implementing a strict interpretation of Islamic law.",A US-backed alliance of Kurdish and Arab fighters has launched an offensive against so-called Islamic State (IS) in northern Syria.,[],[],0
"It happened in the car park at Morrisons supermarket in King Street in the city at about 13:10 on Sunday. Dale Davidson, 30, of Peterhead, was charged with assault to injury and robbery at Aberdeen Sheriff Court. He made no plea and was remanded in custody.",A man has appeared in court charged in connection with an assault and robbery in Aberdeen.,"['The summary states the man was charged ""in connection with"" an assault and robbery, but the source text specifies he was charged ""with assault to injury and robbery,"" not ""in connection with.""', 'The summary states the assault and robbery occurred in Aberdeen, but the source text does not specify where the incident occurred, only that the court appearance was in Aberdeen.']",[],0
"Aspas scored from the penalty spot on the hour to put Celta 2-1 up after Raul Albentosa had cancelled out Hugo Mallo's opener. Fabian Orellana added a third for Celta in the 78th minute before Aspas, 29, sealed the win seven minutes from time. Aspas scored once in 15 appearances for Liverpool in the 2013-14 season. Liverpool signed Aspas from Celta for £7m in June 2013 but he struggled to make an impact and was sold to Sevilla. He rejoined Celta for a second spell in June 2015 and scored 14 goals in 35 appearances in La Liga last season. Match ends, Celta de Vigo 4, Deportivo de La Coruña 1. Second Half ends, Celta de Vigo 4, Deportivo de La Coruña 1. Attempt missed. Pedro Mosquera (Deportivo de La Coruña) header from very close range is too high. Assisted by Celso Borges following a corner. Attempt missed. Celso Borges (Deportivo de La Coruña) header from the centre of the box misses to the left. Assisted by Faycal Fajr with a cross following a corner. Corner, Deportivo de La Coruña. Conceded by Pablo Hernández. Attempt blocked. Florin Andone (Deportivo de La Coruña) right footed shot from a difficult angle on the right is blocked. Assisted by Carles Gil. Nemanja Radoja (Celta de Vigo) wins a free kick in the defensive half. Foul by Marlos Moreno (Deportivo de La Coruña). Substitution, Celta de Vigo. Pione Sisto replaces Orellana. Cabral (Celta de Vigo) wins a free kick in the defensive half. Foul by Florin Andone (Deportivo de La Coruña). Substitution, Celta de Vigo. Giuseppe Rossi replaces Iago Aspas. Foul by Cabral (Celta de Vigo). Florin Andone (Deportivo de La Coruña) wins a free kick in the attacking half. Corner, Deportivo de La Coruña. Conceded by Facundo Roncaglia. Goal! Celta de Vigo 4, Deportivo de La Coruña 1. Iago Aspas (Celta de Vigo) left footed shot from the left side of the box to the bottom left corner. Assisted by Sergio Álvarez. Offside, Celta de Vigo. Pablo Hernández tries a through ball, but Iago Aspas is caught offside. Nemanja Radoja (Celta de Vigo) wins a free kick on the left wing. Foul by Carles Gil (Deportivo de La Coruña). Substitution, Deportivo de La Coruña. Celso Borges replaces Guilherme. Goal! Celta de Vigo 3, Deportivo de La Coruña 1. Orellana (Celta de Vigo) header from the centre of the box to the bottom left corner. Assisted by Jonny with a cross. Attempt saved. Orellana (Celta de Vigo) right footed shot from outside the box is saved in the centre of the goal. Pedro Mosquera (Deportivo de La Coruña) is shown the yellow card for a bad foul. Orellana (Celta de Vigo) wins a free kick in the attacking half. Foul by Pedro Mosquera (Deportivo de La Coruña). Substitution, Celta de Vigo. Marcelo Díaz replaces Theo Bongonda. Substitution, Deportivo de La Coruña. Carles Gil replaces Ryan Babel. Delay over. They are ready to continue. Delay in match Hugo Mallo (Celta de Vigo) because of an injury. Offside, Deportivo de La Coruña. Faycal Fajr tries a through ball, but Guilherme is caught offside. Orellana (Celta de Vigo) is shown the yellow card. Foul by Orellana (Celta de Vigo). Fernando Navarro (Deportivo de La Coruña) wins a free kick on the left wing. Attempt blocked. Pedro Mosquera (Deportivo de La Coruña) left footed shot from outside the box is blocked. Corner, Deportivo de La Coruña. Conceded by Sergio Álvarez. Pablo Hernández (Celta de Vigo) is shown the yellow card for a bad foul. Foul by Pablo Hernández (Celta de Vigo). Marlos Moreno (Deportivo de La Coruña) wins a free kick in the attacking half. Attempt missed. Faycal Fajr (Deportivo de La Coruña) right footed shot from outside the box is close, but misses to the left following a set piece situation. Attempt blocked. Guilherme (Deportivo de La Coruña) right footed shot from outside the box is blocked.",Former Liverpool striker Iago Aspas scored twice as Celta Vigo beat Deportivo La Coruna in La Liga.,"['The summary states the match was in La Liga, but the text does not specify the competition in which the match took place.']",[],0
"Journalist Ben Jacobs tweeted that Mr Gianforte had ""body slammed"" him, breaking his glasses. The front runner's campaign said that Mr Jacobs had initiated the incident by grabbing Mr Gianforte's wrist. But other journalists said they saw the reporter show no physical aggression. The incident took place on Wednesday, the eve of a special election to fill a vacant seat in the House of Representatives. The Guardian released an audio recording of the clash, in which crashing sounds can be heard when Mr Jacobs presses the candidate for a response to a question. Mr Gianforte then shouts ""I'm sick and tired of you guys"" and tells the reporter to ""get the hell out of here"". Alicia Acuna of Fox News was in the room with two colleagues preparing for a television interview with Mr Gianforte at the time. She said Mr Jacobs entered the room, put a voice recorder up to Mr Gianforte's face and asked about the Congressional Budget Office report on the American Health Care Act. When Mr Jacobs persisted, ""Gianforte grabbed Jacobs by the neck with both hands and slammed him into the ground behind him"", she wrote. ""Faith, Keith and I watched in disbelief as Gianforte then began punching the reporter. As Gianforte moved on top of Jacobs, he began yelling something to the effect of, ""I'm sick and tired of this!"", she added. ""At no point did any of us who witnessed this assault see Jacobs show any form of physical aggression toward Gianforte,"" she said. Mr Jacobs later told MSNBC he then went to a hospital to have his elbow X-rayed, because he landed on it during the incident. He said he believed the campaign staff were unhappy about previous dealings with Guardian colleagues. Three of the state's largest newspapers, the Billings Gazette, the Helena Independent Record, and the Missoulian, have since their endorsements of Mr Gianforte. ""We are also sick and tired - of Gianforte's incessant attacks on the free press,"" said the Independent Record. The Missoulian noted that as the eyewitness report came from right-wing Fox News, the incident could not be construed as liberal ""fake news"". Mr Gianforte's campaign spokesman said Mr Jacobs entered the office without permission and ""aggressively shoved a recorder in Greg's face and began asking badgering questions"". The candidate, ""attempted to grab the phone"", then ""Jacobs grabbed Greg's wrist and spun away from Greg, pushing them both to the ground"", Shane Scanlon wrote in a statement. ""It's unfortunate that this aggressive behaviour from a liberal journalist created this scene at our campaign volunteer BBQ,"" he added. Gallatin County Sheriff's Office said that after an investigation a citation was issued to Greg Gianforte on Wednesday night for misdemeanour assault. This is a lesser offence than felony assault, for which ""the nature of the injuries did not meet the statutory elements"", Sheriff Brian Gootkin said. The maximum penalty for the offence is a $500 (Â£385) fine and a six-month jail term. Records show that Sheriff Gootkin has donated $250 to Mr Gianforte's congressional campaign. The vacancy in Montana arose after President Donald Trump appointed the previous holder of the seat, Ryan Zinke, as interior secretary. Democrat Rob Quist, a banjo-playing folk singer and first-time candidate, is battling Mr Gianforte, a multimillionaire technology executive and Christian conservative. In Washington, California Republican congressman Duncan Hunter said it was not appropriate behaviour. ""Unless the reporter deserved it"", he reportedly added. Speaker of the House Paul Ryan, the highest ranking Republican in Congress, said Mr Gianforte should apologise to the reporter.",Republican Montana congressional candidate Greg Gianforte has been charged with assaulting a Guardian reporter.,"['The summary states that Greg Gianforte has been charged, but the text specifies that he was issued a citation for misdemeanour assault, which is not the same as being formally charged. ']",[],0
